,Price,Beds,Baths,Area,Pets,Street,City,Region,Zip
1853,"2,350 ",0,1,650,No,"301 E 73rd St Apt 2E,                  ",Manhattan,NY,10021
1856,"5,700 ",2,2,"1,007",Yes,"530 E 76th St Apt 12G,                  ",New York,NY,10021
1860,"3,750 ",0,1,600,Yes,"166 E 61st St Apt 15H,                  ",New York,NY,10065
1862,"2,495 ",0,1,427,Yes,"35 E 38th St Apt 2F,                  ",New York,NY,10016
1863,"5,500 ",1,1,974,Yes,"160 W 66th St Apt 32B,                  ",New York,NY,10023
1868,"1,800 ",1,1,750,No,"36-16 24th Ave Unit 2C,                  ",Queens,NY,11103
1870,"3,400 ",2,1,670,Yes,"330 W 56th St Apt 8E,                  ",Manhattan,NY,10019
1872,"3,850 ",0,1,575,Yes,"59 W 12th St Apt 3B,                  ",New York,NY,10011
1875,"5,100 ",1,1,"1,000",Yes,"425 5th Ave Apt 40C,                  ",New York,NY,10016
1877,"2,100 ",3,2,900,Yes,"58 Terrace View Ave Unit 1,                  ",Bronx,NY,10463
1882,"11,995 ",2,2,"1,279",Yes,"1 Central Park S Unit 1604,                  ",Manhattan,NY,10019
1883,"4,885 ",2,1,952,Yes,"18 Stuyvesant Oval Unit 04D,                  ",Manhattan,NY,10009
1885,"5,800 ",1,1,766,Yes,"450 W 17th St Apt 1022,                  ",Manhattan,NY,10011
1888,"4,000 ",2,1,895,Yes,"333 E 34th St Apt 4K,                  ",New York,NY,10016
1889,"2,675 ",1,1,698,Yes,"65-70 Austin St Unit 102,                  ",Queens,NY,11374
1890,"3,000 ",1,1,"1,025",Yes,"65-70 Austin St Unit 701,                  ",Queens,NY,11374
1894,"3,750 ",2,1,"1,020",No,"57 W 127th St Unit 1,                  ",Manhattan,NY,10027
1930,"2,195 ",1,1,650,Yes,"1365 Saint Nicholas Ave Apt 21P,                  ",New York,NY,10033
1968,"4,350 ",2,2,750,No,"13 E 7th St Unit 1,                  ",New York,NY,10003
1969,"3,825 ",2,1,850,No,"107 E 63rd St Unit AA6,                  ",New York,NY,10065
1970,"3,600 ",2,1,800,No,"328 E 78th St Apt 12,                  ",New York,NY,10075
1971,"3,400 ",1,1,786,No,"220 Madison Ave Apt 3L,                  ",New York,NY,10016
1972,"5,575 ",3,2,"1,150",No,"175 Lexington Ave Apt 1N,                  ",New York,NY,10016
1976,"2,895 ",1,1,544,No,"208 E 25th St Apt Lv,                  ",New York,NY,10010
1977,"2,500 ",1,1,500,No,"246 W 22nd St Apt 17,                  ",New York,NY,10011
1980,"3,600 ",1,1,684,No,"200 E 15th St Unit 7P,                  ",New York,NY,10003
1981,"2,100 ",0,1,485,No,"117 E 71st St Apt 4B,                  ",New York,NY,10021
1982,"3,695 ",2,1,830,No,"219 E 89th St Unit 1E,                  ",New York,NY,10123
1983,"3,750 ",1,1,600,Yes,"30 W 63rd St Apt 11O,                  ",New York,NY,10023
1984,"4,850 ",2,1,"1,100",No,"153 W 16th St Unit 19,                  ",New York,NY,10011
1985,"4,150 ",1,2,672,No,"218 W 10th St Unit 7C,                  ",New York,NY,10014
1986,"3,650 ",1,1,811,Yes,"420 E 80th St Apt 2A,                  ",New York,NY,10075
1987,"2,700 ",2,1,750,No,"431 E 73rd St Unit 5A,                  ",New York,NY,10021
1990,"4,099 ",1,1,"1,000",Yes,"140 E 18th St Unit 10R,                  ",New York,NY,10003
1991,"3,695 ",2,1,830,No,"219 E 89th St Unit 1E,                  ",New York,NY,10123
1992,"6,095 ",2,2,"1,150",No,"201 E 87th St Apt 6C,                  ",New York,NY,10128
1993,"6,650 ",3,3,"1,750",No,"311 E 81st St Unit 5FEPH,                  ",New York,NY,10028
1994,"7,400 ",4,2,"1,250",No,"350 3rd Ave Apt 1C,                  ",New York,NY,10010
1995,"7,495 ",4,2,"1,500",Yes,"229 E 24th St Apt 3,                  ",New York,NY,10010
1997,"2,500 ",1,1,602,No,"354 E 83rd St Apt 2K,                  ",New York,NY,10028
1998,"4,595 ",2,1,710,No,"200 E 33rd St Unit 6DD,                  ",New York,NY,10016
1999,"2,395 ",0,1,540,No,"207 E 27th St Unit L2,                  ",New York,NY,10016
2000,"7,595 ",2,2,"1,200",No,"121 Reade St Ph N,                  ",New York,NY,10013
2001,"5,800 ",1,1,"1,200",No,"363 W 18th St Unit 11A,                  ",New York,NY,10011
2002,"2,675 ",1,1,685,Yes,"163 E 36th St Apt 4C,                  ",New York,NY,10016
2003,"3,504 ",3,1,"1,050",No,"410 E 13th St Unit 3Z,                  ",New York,NY,10009
2005,"2,395 ",0,1,580,No,"1309 5th Ave Apt 13C,                  ",New York,NY,10029
2006,"4,200 ",2,2,"1,090",Yes,"305 E 47th St Unit 81,                  ",New York,NY,10017
2007,"7,995 ",3,2,"1,250",No,"201 E 87th St Unit 2C,                  ",New York,NY,10128
2008,"3,230 ",2,1,920,No,"1295 5th Ave Apt 3C,                  ",New York,NY,10029
2009,"1,850 ",1,1,710,No,"2 W 120th St Apt 3M,                  ",New York,NY,10027
2010,"6,195 ",2,2,"1,133",Yes,"200 E 87th St Unit 6P,                  ",New York,NY,10128
2011,"2,295 ",1,1,504,No,"335 E 81st St Apt 1A,                  ",New York,NY,10028
2012,"4,100 ",1,1,"1,000",Yes,"407 E 56th St Unit 11B,                  ",New York,NY,10022
2013,"4,400 ",3,1,960,No,"114 E 40th St Apt 1D,                  ",New York,NY,10016
2015,"2,400 ",1,1,648,No,"314 E 91st St Apt 3W,                  ",New York,NY,10128
2016,"6,000 ",3,2,"1,100",No,"235 W 48th St Apt 41H,                  ",New York,NY,10036
2017,"9,500 ",3,2,"1,250",No,"1065 2nd Ave Apt 6H,                  ",New York,NY,10022
2018,"6,738 ",3,1,"1,200",No,"45 Wall St Apt 1203,                  ",New York,NY,10005
2019,"2,270 ",0,1,514,No,"221 E 33rd St Apt 2H,                  ",New York,NY,10016
2020,"5,895 ",2,2,"1,105",Yes,"201 E 87th St Apt 15C,                  ",New York,NY,10128
2027,"2,575 ",1,1,650,No,"214 E 85th St Apt 4C,                  ",New York,NY,10028
2028,"2,450 ",1,1,558,No,"226 E 36th St Apt 3B,                  ",New York,NY,10016
2029,"3,400 ",2,1,942,Yes,"50 W 90th St Unit 0,                  ",New York,NY,10024
2030,"1,995 ",0,1,340,No,"220 First Ave Unit 11,                  ",New York,NY,10003
2032,"2,325 ",0,1,448,No,"814 Tenth Ave Unit 2FE,                  ",New York,NY,10019
2033,"2,250 ",0,1,625,No,"26 Seventh Ave S Unit 5,                  ",New York,NY,10014
2034,"2,050 ",1,1,650,No,"212 E 88th St Apt 3B,                  ",New York,NY,10128
2035,"2,800 ",1,1,501,No,"17 Greenwich Ave Unit 4F,                  ",New York,NY,10013
2036,"4,495 ",1,1,918,No,"35 Grove St Apt 2B,                  ",New York,NY,10014
2037,"2,950 ",1,1,648,No,"240 E 25th St Unit 9L,                  ",New York,NY,10016
2038,"3,995 ",1,1,"1,102",No,"219 E 76th St Unit 1,                  ",New York,NY,10021
2039,"6,250 ",3,2,"1,050",No,"441 E 9th St Unit A,                  ",New York,NY,10009
2040,"3,725 ",0,1,640,No,"145 4th Ave Apt 9J,                  ",New York,NY,10003
2042,"3,595 ",2,1,790,No,"209 W 80th St Apt 2C,                  ",New York,NY,10024
2043,"4,650 ",1,1,750,Yes,"26 Jane St Apt 2D,                  ",New York,NY,10014
2044,"4,100 ",1,1,748,No,"71 W 12th St Apt 3H,                  ",New York,NY,10011
2045,"2,450 ",0,1,600,No,"321 E 48th St Apt 1C,                  ",New York,NY,10017
2046,"2,275 ",1,1,538,No,"75 E 7th St Apt 5D,                  ",New York,NY,10003
2047,"5,750 ",2,1,"1,100",Yes,"147 W 79th St Unit 0016C,                  ",New York,NY,10024
2048,"3,775 ",2,1,994,No,"239 E 46th St Unit 7K,                  ",New York,NY,10017
2049,"5,950 ",1,1,715,No,"146 W 57th St Unit 2A,                  ",New York,NY,10019
2051,"2,500 ",0,1,600,Yes,"15 E 94th St Unit 11,                  ",New York,NY,10128
2052,"3,596 ",2,1,"1,050",No,"459 W 50th St Apt 3W,                  ",New York,NY,10019
2053,"2,995 ",1,1,558,No,"29 Cornelia St Apt 16,                  ",New York,NY,10014
2054,"3,395 ",0,1,510,No,"20 Park Ave Apt 5B,                  ",New York,NY,10016
2055,"3,800 ",1,1,602,No,"360 W 22nd St Unit 10X,                  ",New York,NY,10011
2056,"3,231 ",2,1,650,Yes,"244 E 46th St Unit 4E,                  ",New York,NY,10017
2058,"2,600 ",1,2,700,No,"409 W 24th St Apt 1,                  ",New York,NY,10011
2062,"4,195 ",2,1,890,No,"176 E 3rd St Unit H,                  ",New York,NY,10009
2063,"2,495 ",1,1,700,No,"621 W 51st St Apt 3W,                  ",New York,NY,10019
2064,"2,750 ",0,1,528,No,"180 Third Ave Unit 6X,                  ",New York,NY,10009
2065,"8,750 ",3,3,"1,250",No,"205 E 59th St Unit 712,                  ",New York,NY,10022
2066,"3,945 ",1,1,768,No,"125 W 31st St Unit 13B,                  ",New York,NY,10001
2067,"3,100 ",2,1,850,Yes,"222 E 87th St Apt 4C,                  ",New York,NY,10128
2068,"2,800 ",2,1,786,No,"449 E 78th St Unit 4C,                  ",New York,NY,10075
2073,"5,743 ",3,1,"1,200",No,"540 E 20th St Apt 4B,                  ",New York,NY,10009
2074,"5,125 ",2,1,"1,300",No,"15 W 73 St Unit 5S,                  ",New York,NY,10023
2075,"2,200 ",0,1,472,No,"517 Third Ave Unit 8,                  ",New York,NY,10016
2077,"3,100 ",2,1,868,No,"1443 York Ave Unit 5RS,                  ",New York,NY,10075
2078,"2,400 ",1,1,575,No,"219 E 88th St Apt 1A,                  ",New York,NY,10128
2079,"3,890 ",2,1,"1,280",No,"49 Clinton St Apt 7,                  ",New York,NY,10002
2080,"2,700 ",1,1,675,No,"247 W 72nd St Apt 5RW,                  ",New York,NY,10023
2081,"3,890 ",2,2,"1,226",No,"51 Clinton St Unit 9,                  ",New York,NY,10002
2082,"2,450 ",1,1,650,Yes,"118 E 92nd St Apt 1D,                  ",New York,NY,10128
2083,"3,095 ",1,1,544,No,"208 E 25th St Unit Fm,                  ",New York,NY,10010
2084,"4,750 ",2,1,950,Yes,"5th Ave Unit 11K,                  ",New York,NY,10010
2085,"2,175 ",0,1,428,No,"569 Third Ave Apt 4,                  ",New York,NY,10016
2086,"5,430 ",3,1,"1,200",No,"319 E 8th St Apt 6A,                  ",New York,NY,10009
2089,"2,195 ",0,1,485,No,"244 E 71st St Apt 4C,                  ",New York,NY,10021
2090,"4,250 ",2,1,810,No,"130 E 24th St Apt 4A,                  ",New York,NY,10010
2091,"6,995 ",4,1,"1,500",No,"118 E 7th St Unit 1V,                  ",New York,NY,10009
2092,"2,199 ",0,1,580,No,"126 E 7th St Unit 1B,                  ",New York,NY,10009
2093,"7,395 ",1,2,"1,400",Yes,"666 Greenwich St Ph 17,                  ",New York,NY,10014
2094,"5,495 ",1,1,948,No,"33 Greenwich Ave Apt 3F,                  ",New York,NY,10014
2095,"2,300 ",1,1,650,Yes,"313 E 85th St Apt 3B,                  ",New York,NY,10028
2096,"2,150 ",1,1,552,No,"1441 York Ave Apt 3RN,                  ",New York,NY,10075
2097,"4,995 ",1,1,"1,000",Yes,"4th Ave Unit 12B,                  ",New York,NY,10003
2100,"2,325 ",1,1,690,No,"324 E 81st St Unit Fe,                  ",New York,NY,10028
2101,"2,450 ",1,1,685,No,"445 E 85th St Apt 3B,                  ",New York,NY,10028
2102,"4,495 ",2,1,810,No,"130 E 24th St Unit 2Q,                  ",New York,NY,10010
2103,"3,800 ",3,2,"1,600",Yes,"301 Macon St Unit 2,                  ",New York,NY,11216
2105,"12,000 ",2,2,"1,440",No,"330 Spring St Apt 3C,                  ",Manhattan,NY,10013
2108,"4,500 ",2,2,"1,300",No,"120 Nassau St Apt 3,                  ",Manhattan,NY,10038
2111,"2,650 ",1,1,700,No,"526 Leonard St Unit 1,                  ",New York,NY,11222
2121,"3,200 ",2,1,700,No,"158 15th St Apt 3B,                  ",Brooklyn,NY,11215
2122,"4,500 ",2,2,"1,001",Yes,"267 6th St Apt 11F,                  ",Brooklyn,NY,11215
2125,"2,500 ",2,1,800,No,"3139 Broadway Unit 3,                  ",Manhattan,NY,10027
2126,"1,700 ",1,1,675,No,"565 85th St Unit 43A,                  ",Brooklyn,NY,11209
2127,"8,750 ",3,2,"1,300",Yes,"200 E 87th St Apt 21B,                  ",New York,NY,10128
2128,"5,500 ",1,1,846,Yes,"200 E 87th St Apt 18E,                  ",New York,NY,10128
2129,"3,125 ",2,1,800,No,"509 E 85th St Apt 1R,                  ",New York,NY,10028
2131,"3,951 ",1,1,724,Yes,"505 W 37th St Apt 18B,                  ",New York,NY,10018
2132,"6,195 ",2,2,"1,000",Yes,"535 W 23rd 1P St Unit Nph,                  ",New York,NY,10011
2133,"4,960 ",1,1,714,Yes,"400 E 84th St Apt 14A,                  ",New York,NY,10028
2134,"1,850 ",2,1,900,No,"522 72nd St Unit 2,                  ",Brooklyn,NY,11209
2135,"3,360 ",1,1,574,Yes,"228 W 71st St Apt 7B,                  ",New York,NY,10023
2136,"5,495 ",2,2,723,No,"752 W End Ave Apt 7F,                  ",New York,NY,10025
2137,"5,295 ",1,2,850,No,"400 Chambers St Apt 17R,                  ",New York,NY,10282
2139,"4,030 ",1,1,676,Yes,"400 W 63rd St Apt 1804,                  ",New York,NY,10069
2140,"5,495 ",2,2,917,No,"752 W End Ave Apt 18A,                  ",New York,NY,10025
2142,"1,450 ",1,1,716,No,"11 Bailey Pl,                  ",Staten Island,NY,10303
2152,"2,727 ",0,1,565,No,"501 E 74th St Apt 8F,                  ",Manhattan,NY,10021
2169,"7,950 ",2,1,"1,650",Yes,"17 Thompson St Apt 6,                  ",New York,NY,10013
2173,"3,500 ",1,1,600,Yes,"143 Avenue B Apt 6A,                  ",New York,NY,10009
2176,"4,800 ",1,1,926,Yes,"265 E 66th St Apt 15G,                  ",New York,NY,10065
2178,"6,500 ",2,2,"1,082",No,"150 W 51st St Apt 2104,                  ",Manhattan,NY,10019
2182,"2,350 ",1,1,700,No,"520 E 88th St Apt 2B,                  ",New York,NY,10128
2184,"3,100 ",2,1,"1,100",No,"349 Prospect Ave Apt 2,                  ",Brooklyn,NY,11215
2185,"7,700 ",2,2,"1,438",Yes,"150 Columbus Ave Apt 10D,                  ",Manhattan,NY,10023
2189,"2,447 ",1,1,720,Yes,"515 Ocean Ave Unit 4SG,                  ",Brooklyn,NY,11226
2192,"7,795 ",1,1,"1,142",No,"666 Greenwich St Ph 26,                  ",New York,NY,10014
2193,"5,575 ",0,2,717,No,"666 Greenwich St Apt 323,                  ",New York,NY,10014
2194,"5,595 ",0,2,825,No,"666 Greenwich St Apt 305,                  ",New York,NY,10014
2195,"5,425 ",0,2,748,No,"666 Greenwich St Apt 333,                  ",New York,NY,10014
2196,"9,095 ",1,2,"1,364",No,"666 Greenwich St Apt 814,                  ",New York,NY,10014
2197,"4,000 ",0,1,575,Yes,"59 W 12th St Apt 2B,                  ",New York,NY,10011
2202,"4,499 ",2,1,810,Yes,"2 Gold St Apt 2214,                  ",New York,NY,10038
2210,"3,850 ",1,1,692,Yes,"50 W 97th St Apt 11M,                  ",New York,NY,10025
2211,"2,300 ",2,1,700,Yes,"107 Pulaski St Apt 1,                  ",Brooklyn,NY,11206
2214,"9,230 ",3,2,"2,000",No,"213 Park Ave S Unit 5THFLR,                  ",New York,NY,10003
2217,"4,000 ",1,1,700,No,"117 E 57th St Apt 35G,                  ",New York,NY,10022
2229,"1,800 ",1,1,650,No,"54-75 83rd St Unit 4,                  ",Elmhurst,NY,11373
2233,"2,500 ",2,1,800,No,"666 Hancock St Apt 2B,                  ",Brooklyn,NY,11233
2236,"2,250 ",1,1,601,No,"441 Convent Ave Apt 4C,                  ",New York,NY,10031
2239,"2,295 ",1,1,650,Yes,"1365 Saint Nicholas Ave Apt 29P,                  ",New York,NY,10033
2293,"3,500 ",2,1,600,No,"236 E 58th St Unit 20,                  ",New York,NY,10022
2295,"5,000 ",3,2,650,No,"21 W 87th St Unit 3-3,                  ",New York,NY,10024
2296,"2,500 ",0,1,600,No,"208 W 23rd St Apt 213,                  ",New York,NY,10011
2297,"12,000 ",3,3,"1,700",No,"254 E 68th St Apt 13A,                  ",New York,NY,10065
2298,"2,750 ",1,1,750,No,"191 E 76th St Apt 1C,                  ",New York,NY,10021
2299,"4,825 ",1,1,710,No,"20 Park Ave Apt 5C,                  ",New York,NY,10016
2300,"1,850 ",0,1,500,No,"214 E 90th St Apt 4WF,                  ",New York,NY,10128
2301,"4,095 ",1,1,852,No,"742 Broadway Unit 3C,                  ",New York,NY,10003
2303,"2,450 ",1,1,650,Yes,"431 E 73rd St Apt 4FH,                  ",New York,NY,10021
2304,"2,350 ",1,1,568,No,"232 E 75th St Apt 2A,                  ",New York,NY,10021
2305,"1,875 ",0,1,385,No,"413 W 56th St Unit 14B,                  ",New York,NY,10019
2306,"3,090 ",1,1,700,No,"174 Spring St Apt 14,                  ",New York,NY,10012
2307,"8,500 ",1,1,"1,400",Yes,"800 Fifth Ave Unit 30G,                  ",New York,NY,10065
2308,"2,095 ",0,1,560,No,"401 E 76th St Unit 1FE,                  ",New York,NY,10021
2309,"6,450 ",5,2,"1,400",No,"185 E 3rd St Unit B,                  ",New York,NY,10009
2310,"3,350 ",1,1,741,Yes,"236 E 36th St Unit 5,                  ",New York,NY,10016
2313,"3,600 ",1,1,710,No,"1377 Lexington Ave Unit A,                  ",New York,NY,10128
2314,"3,610 ",1,1,710,No,"1377 Lexington Ave # FRNT1,                  ",New York,NY,10128
2315,"3,800 ",2,1,892,No,"324 E 52nd St Unit B,                  ",New York,NY,10022
2316,"5,627 ",3,2,"1,150",No,"151 Rivington St Apt 1,                  ",New York,NY,10002
2317,"3,600 ",2,1,800,No,"441 E 12th St Apt 1H,                  ",New York,NY,10009
2318,"2,250 ",1,1,530,No,"424 W 57th St Unit 4R,                  ",New York,NY,10019
2319,"6,500 ",2,2,"2,500",Yes,"19 S William St Apt 5,                  ",New York,NY,10004
2320,"5,075 ",0,1,"1,025",Yes,"203 W 11th St Unit 3C,                  ",New York,NY,10014
2321,"2,400 ",1,1,558,No,"302 E 90th St Unit 0,                  ",New York,NY,10128
2322,"3,800 ",1,1,782,No,"360 West St Unit 6G,                  ",New York,NY,10014
2323,"2,350 ",1,1,554,No,"482 E 74th St Apt 5D,                  ",New York,NY,10021
2324,"3,596 ",2,1,920,No,"325 E 5th St Unit DD3,                  ",New York,NY,10003
2325,"7,250 ",4,1,"1,350",No,"295 Park Ave S Unit 1H,                  ",New York,NY,10010
2326,"3,150 ",1,1,600,No,"281 W 11th St Apt 3A,                  ",New York,NY,10014
2327,"2,950 ",1,1,650,No,"1572 Third Ave Unit 1W,                  ",New York,NY,10128
2328,"3,550 ",1,1,710,No,"424 W End Ave Unit 811,                  ",New York,NY,10024
2329,"3,500 ",1,1,651,No,"156 E 37th St Unit 3F,                  ",New York,NY,10016
2330,"6,625 ",2,2,"1,100",No,"333 E 49th St Ph C,                  ",New York,NY,10017
2331,"4,380 ",3,1,"1,245",No,"43 Avenue C Apt 3C,                  ",New York,NY,10009
2332,"1,925 ",0,1,550,No,"330 E 74th St Unit 2F,                  ",New York,NY,10021
2333,"2,100 ",1,1,514,No,"350 E 76th St Apt 3C,                  ",New York,NY,10021
2334,"2,200 ",1,1,700,No,"212 E 90th St Apt 2ER,                  ",New York,NY,10128
2335,"4,095 ",1,1,720,No,"400 E 57th St Apt 14G,                  ",New York,NY,10022
2336,"2,200 ",1,1,700,No,"212 E 90th St Apt 2ER,                  ",New York,NY,10128
2337,"2,250 ",1,1,522,No,"320 E 93rd St Apt 2C,                  ",New York,NY,10128
2338,"2,250 ",1,1,538,No,"216 E 90th St Apt 4RW,                  ",New York,NY,10128
2339,"5,395 ",3,2,"1,100",No,"202 E 13th St Apt 2F,                  ",New York,NY,10003
2340,"3,800 ",1,1,782,No,"360 W 22nd St Apt 6G,                  ",New York,NY,10011
2342,"6,625 ",2,2,"1,100",No,"333 E 49th St Ph C,                  ",New York,NY,10017
2343,"4,380 ",3,1,"1,245",No,"43 Avenue C Apt 3C,                  ",New York,NY,10009
2344,"2,100 ",1,1,514,No,"350 E 76th St Apt 3C,                  ",New York,NY,10021
2345,"3,557 ",1,1,720,No,"45 Wall St Apt 1414,                  ",New York,NY,10005
2346,"3,895 ",2,1,912,No,"42 Avenue B Apt 3,                  ",New York,NY,10009
2347,"1,950 ",0,1,568,No,"523 E 85th St Apt 3B,                  ",New York,NY,10028
2348,"2,325 ",1,1,510,No,"489 Columbus Ave Unit 7,                  ",New York,NY,10024
2349,"3,900 ",1,1,800,No,"22 Jones St Unit 5R,                  ",New York,NY,10014
2350,"4,175 ",2,1,750,Yes,"107 Saint Marks Pl Unit C6,                  ",New York,NY,10009
2352,"1,925 ",1,1,438,No,"951 Amsterdam Ave Apt 4B,                  ",New York,NY,10025
2353,"6,365 ",2,1,"1,350",No,"118 E 7th St Unit 1WV,                  ",New York,NY,10009
2354,"2,859 ",1,1,700,No,"124 Ridge St Apt 1B,                  ",New York,NY,10002
2355,"5,695 ",3,2,960,No,"202 E 13th St Unit 3Z,                  ",New York,NY,10003
